software,all,all+vd
ant-1.7,0.427591123,0.69758319
hazelcast-3.3,0.440479405,0.79832864
ivy-2.0,0.466388968,0.831640166
jedit-4.2,0.492514206,0.818775711
log4j-1.1,0.461543811,0.674129579
lucene-2.2,0.190179923,0.365580452
mapdb-0.9.6,0.393490248,0.782457662
Netty,0.248686039,0.58940265
poi-2.0,0.260888101,0.852135848
synapse-1.1,0.366969791,0.681404719
tomcat-6.0.38,0.485047697,0.852365701
xerces-1.2,0.152937498,0.835138882
