software,all,all+vd
ant-1.7,0.457729187,0.204735642
hazelcast-3.3,0.473534278,0.397418089
ivy-2.0,0.309669455,0.111347849
jedit-4.2,0.390671003,0.212011853
log4j-1.1,0.486220898,0.162131115
lucene-2.2,0.864868296,1.129109833
mapdb-0.9.6,0.515062818,0.331680193
Netty,0.47105733,0.240417593
poi-2.0,0.288148522,0.112916577
synapse-1.1,0.449077641,0.176184545
tomcat-6.0.38,0.316379757,0.114974332
xerces-1.2,0.437060904,0.131078291
