software,all,all+vd
ant-1.7,0.570552147,1
hazelcast-3.3,0.494382022,1
ivy-2.0,0.65,1
jedit-4.2,0.744680851,1
log4j-1.1,0.277777778,1
lucene-2.2,0.26056338,1
mapdb-0.9.6,0.529411765,1
Netty,0.377358491,1
poi-2.0,0.444444444,1
synapse-1.1,0.5,1
tomcat-6.0.38,0.649350649,1
xerces-1.2,0.274193548,1
