software,all,all+vd
ant-1.7,0.509704491,0.910081217
hazelcast-3.3,0.374391163,0.955797611
ivy-2.0,0.485298489,0.976255743
jedit-4.2,0.615528716,0.948823556
log4j-1.1,0.512681996,0.951542285
lucene-2.2,0.164269884,0.723654249
mapdb-0.9.6,0.360951901,0.934436766
Netty,0.217649764,0.890033994
poi-2.0,0.199429457,0.996671452
synapse-1.1,0.32512422,0.917176173
tomcat-6.0.38,0.51542888,0.975730205
xerces-1.2,-0.197978798,0.992558098
