software,all,all+vd
ant-1.7,0.073268965,0.81431408
hazelcast-3.3,0.034245455,0.319377138
ivy-2.0,-0.199571014,0.844407931
jedit-4.2,-0.033871256,0.694620439
log4j-1.1,-0.331074658,0.848780451
lucene-2.2,-0.609141377,-1.755267385
mapdb-0.9.6,-0.125247502,0.527685812
Netty,-0.028608957,0.731614084
poi-2.0,-0.571671397,0.757795449
synapse-1.1,-0.058315905,0.836219579
tomcat-6.0.38,-0.339411112,0.822872332
xerces-1.2,-0.675335891,0.848929716
