software,all,all+vd
ant-1.7,0.471337671,0.470811964
hazelcast-3.3,0.386381212,0.390297064
ivy-2.0,0.279407434,0.285497353
jedit-4.2,0.366856549,0.366715187
log4j-1.1,0.40817305,0.409322713
lucene-2.2,0.362491407,0.355891875
mapdb-0.9.6,0.455309697,0.461743372
Netty,0.585630973,0.58120828
poi-2.0,0.312288809,0.307562631
synapse-1.1,0.353544004,0.36098789
tomcat-6.0.38,0.317848525,0.328441221
xerces-1.2,0.340709266,0.33567656
