software,all,all+vd
ant-1.7,0.253240239,0.253225664
hazelcast-3.3,0.238957239,0.237935947
ivy-2.0,0.154555582,0.154759057
jedit-4.2,0.179911218,0.17963281
log4j-1.1,0.30275998,0.304575357
lucene-2.2,0.502373036,0.505523009
mapdb-0.9.6,0.263144936,0.264166368
Netty,0.251284682,0.256407455
poi-2.0,0.125885154,0.126936258
synapse-1.1,0.293826192,0.292661959
tomcat-6.0.38,0.127662465,0.128477953
xerces-1.2,0.188224019,0.188719841
