software,all,all+vd
ant-1.7,0.050565499,0.061498177
hazelcast-3.3,0.22666644,0.213058673
ivy-2.0,-0.132915649,-0.096278658
jedit-4.2,0.025065253,-0.003720231
log4j-1.1,0.152548067,0.078283671
lucene-2.2,-0.152407941,-0.140609906
mapdb-0.9.6,0.515405429,0.626832138
Netty,0.261653921,0.233308622
poi-2.0,0.16130908,0.158854311
synapse-1.1,0.177299609,0.192845094
tomcat-6.0.38,0.066494868,0.047029203
xerces-1.2,0.05151233,-0.019514667
