software,all,all+vd
ant-1.7,0.065291321,0.039252187
hazelcast-3.3,0.339759246,0.361341976
ivy-2.0,-0.06559953,-0.048209006
jedit-4.2,0.016871285,-0.023546159
log4j-1.1,0.103996637,0.109855623
lucene-2.2,-0.066428073,-0.078323381
mapdb-0.9.6,0.643245219,0.595960319
Netty,0.171647492,0.161253337
poi-2.0,0.000207004,0.028294214
synapse-1.1,0.19859735,0.224739364
tomcat-6.0.38,0.018251067,0.021614019
xerces-1.2,0.21186109,0.191239407
