software,all,all+vd
ant-1.7,0.652617569,0.644444444
hazelcast-3.3,0.647916667,0.655048077
ivy-2.0,0.5,0.5
jedit-4.2,0.458041958,0.5
log4j-1.1,0.69047619,0.666666667
lucene-2.2,0.678268765,0.669154229
mapdb-0.9.6,0.6,0.666666667
Netty,0.71641791,0.711323764
poi-2.0,0.5,0.5
synapse-1.1,0.6,0.604347826
tomcat-6.0.38,0.444444444,0.454545455
xerces-1.2,0.416666667,0.428571429
