software,all,all+vd
ant-1.7,0.429645237,0.430633236
hazelcast-3.3,0.368850924,0.380237009
ivy-2.0,0.275358849,0.272324795
jedit-4.2,0.272730504,0.252663766
log4j-1.1,0.460621692,0.428182225
lucene-2.2,0.197211026,0.159916526
mapdb-0.9.6,0.367822824,0.377964473
Netty,0.540257227,0.531252407
poi-2.0,0.239514765,0.253795693
synapse-1.1,0.356296119,0.365939383
tomcat-6.0.38,0.228063076,0.224313718
xerces-1.2,0.209505865,0.200328559
