software,all,all+vd
ant-1.7,0.446428571,0.449979992
hazelcast-3.3,0.288659794,0.3
ivy-2.0,0.195238095,0.184659091
jedit-4.2,0.235294118,0.2
log4j-1.1,0.5,0.5
lucene-2.2,0.765957447,0.754909511
mapdb-0.9.6,0.285714286,0.316666667
Netty,0.666666667,0.662066997
poi-2.0,0.166666667,0.166666667
synapse-1.1,0.421052632,0.431677019
tomcat-6.0.38,0.171921182,0.158770161
xerces-1.2,0.183501684,0.181818182
