software,all,all+vd
ant-1.7,0.270533295,0.267905516
hazelcast-3.3,0.239141384,0.241573258
ivy-2.0,-0.047309491,-0.057829503
jedit-4.2,0.124756364,0.135134227
log4j-1.1,-1.837201038,-2.216898941
lucene-2.2,0.048296179,0.03423626
mapdb-0.9.6,-0.301915527,-0.473015673
Netty,0.280751029,0.277342275
poi-2.0,-0.09017446,-0.119412236
synapse-1.1,-0.097954765,-0.108691355
tomcat-6.0.38,0.077944804,0.08413522
xerces-1.2,-0.106678788,-0.129254863
